Scenario,Random_Seed,Iteration,Num_Experiments,yield_Measurements,yield_IterBest,yield_CumBest,Initial_Data
10,1343,5,12,"[37.38, 84.03]",84.03,84.03,11.0
10,1343,6,14,"[61.09, 65.32]",65.32,84.03,11.0
10,1343,7,16,"[3.4, 1.71]",3.4,84.03,11.0
10,1343,8,18,"[0.41, 19.55]",19.55,84.03,11.0
10,1343,9,20,"[14.29, 11.68]",14.29,84.03,11.0
10,1343,0,2,"[0.0, 0.0]",0.0,0.0,12.0
10,1343,1,4,"[72.24, 38.8]",72.24,72.24,12.0
10,1343,2,6,"[11.07, 23.23]",23.23,72.24,12.0
10,1343,3,8,"[22.31, 25.5]",25.5,72.24,12.0
10,1343,4,10,"[3.6, 5.22]",5.22,72.24,12.0
10,1343,5,12,"[5.75, 31.66]",31.66,72.24,12.0
10,1343,6,14,"[0.0, 0.0]",0.0,72.24,12.0
10,1343,7,16,"[0.0, 57.27]",57.27,72.24,12.0
10,1343,8,18,"[47.03, 37.38]",47.03,72.24,12.0
10,1343,9,20,"[3.4, 1.71]",3.4,72.24,12.0
10,1343,0,2,"[0.0, 0.0]",0.0,0.0,13.0
10,1343,1,4,"[3.6, 5.22]",5.22,5.22,13.0
10,1343,2,6,"[5.75, 0.0]",5.75,5.75,13.0
10,1343,3,8,"[0.0, 0.0]",0.0,5.75,13.0
10,1343,4,10,"[57.27, 47.03]",57.27,57.27,13.0
10,1343,5,12,"[28.9, 43.84]",43.84,57.27,13.0
10,1343,6,14,"[37.38, 3.4]",37.38,57.27,13.0
10,1343,7,16,"[1.71, 0.41]",1.71,57.27,13.0
10,1343,8,18,"[19.55, 14.29]",19.55,57.27,13.0
10,1343,9,20,"[11.68, 43.2]",43.2,57.27,13.0
10,1343,0,2,"[0.0, 16.51]",16.51,16.51,14.0
10,1343,1,4,"[3.6, 5.22]",5.22,16.51,14.0
10,1343,2,6,"[55.7, 61.09]",61.09,61.09,14.0
10,1343,3,8,"[19.55, 86.14]",86.14,86.14,14.0
10,1343,4,10,"[38.79, 25.35]",38.79,86.14,14.0
10,1343,5,12,"[27.79, 36.73]",36.73,86.14,14.0
10,1343,6,14,"[37.37, 7.12]",37.37,86.14,14.0
10,1343,7,16,"[79.33, 23.23]",79.33,86.14,14.0
10,1343,8,18,"[28.9, 43.84]",43.84,86.14,14.0
10,1343,9,20,"[84.03, 20.2]",84.03,86.14,14.0
10,1344,0,2,"[65.32, 61.71]",65.32,65.32,0.0
10,1344,1,4,"[3.6, 5.22]",5.22,65.32,0.0
10,1344,2,6,"[5.75, 0.0]",5.75,65.32,0.0
10,1344,3,8,"[0.0, 0.0]",0.0,65.32,0.0
10,1344,4,10,"[57.27, 47.03]",57.27,65.32,0.0
10,1344,5,12,"[37.38, 3.4]",37.38,65.32,0.0
10,1344,6,14,"[30.41, 63.2]",63.2,65.32,0.0
10,1344,7,16,"[1.71, 0.41]",1.71,65.32,0.0
10,1344,8,18,"[26.56, 21.65]",26.56,65.32,0.0
10,1344,9,20,"[19.55, 14.29]",19.55,65.32,0.0
10,1344,0,2,"[85.24, 62.34]",85.24,85.24,1.0
10,1344,1,4,"[32.68, 66.03]",66.03,85.24,1.0
10,1344,2,6,"[55.7, 43.84]",55.7,85.24,1.0
10,1344,3,8,"[72.9, 86.37]",86.37,86.37,1.0
10,1344,4,10,"[3.6, 5.22]",5.22,86.37,1.0
10,1344,5,12,"[60.68, 86.14]",86.14,86.37,1.0
10,1344,6,14,"[14.53, 17.45]",17.45,86.37,1.0
10,1344,7,16,"[2.53, 3.61]",3.61,86.37,1.0
10,1344,8,18,"[0.0, 82.21]",82.21,86.37,1.0
10,1344,9,20,"[84.17, 36.98]",84.17,86.37,1.0
10,1344,0,2,"[16.92, 66.03]",66.03,66.03,2.0
10,1344,1,4,"[62.75, 61.09]",62.75,66.03,2.0
10,1344,2,6,"[38.79, 86.14]",86.14,86.14,2.0
10,1344,3,8,"[31.85, 27.79]",31.85,86.14,2.0
10,1344,4,10,"[52.23, 54.55]",54.55,86.14,2.0
10,1344,5,12,"[26.56, 79.33]",79.33,86.14,2.0
10,1344,6,14,"[0.0, 82.21]",82.21,86.14,2.0
10,1344,7,16,"[46.57, 41.03]",46.57,86.14,2.0
10,1344,8,18,"[84.03, 36.73]",84.03,86.14,2.0
10,1344,9,20,"[43.84, 65.32]",65.32,86.14,2.0
10,1344,0,2,"[0.66, 0.0]",0.66,0.66,3.0
10,1344,1,4,"[62.75, 38.8]",62.75,62.75,3.0
10,1344,2,6,"[3.6, 5.22]",5.22,62.75,3.0
10,1344,3,8,"[5.75, 0.0]",5.75,62.75,3.0
10,1344,4,10,"[0.0, 0.0]",0.0,62.75,3.0
10,1344,5,12,"[57.27, 47.03]",57.27,62.75,3.0
10,1344,6,14,"[37.38, 3.4]",37.38,62.75,3.0
10,1344,7,16,"[1.71, 0.41]",1.71,62.75,3.0
10,1344,8,18,"[19.55, 14.29]",19.55,62.75,3.0
10,1344,9,20,"[11.68, 43.2]",43.2,62.75,3.0
10,1344,0,2,"[86.14, 65.32]",86.14,86.14,4.0
10,1344,1,4,"[38.79, 27.79]",38.79,86.14,4.0
10,1344,2,6,"[12.23, 0.0]",12.23,86.14,4.0
10,1344,3,8,"[44.96, 44.4]",44.96,86.14,4.0
10,1344,4,10,"[79.33, 21.65]",79.33,86.14,4.0
10,1344,5,12,"[36.73, 24.02]",36.73,86.14,4.0
10,1344,6,14,"[8.04, 15.86]",15.86,86.14,4.0
10,1344,7,16,"[61.09, 36.72]",61.09,86.14,4.0
10,1344,8,18,"[43.84, 18.19]",43.84,86.14,4.0
10,1344,9,20,"[2.72, 17.45]",17.45,86.14,4.0
10,1344,0,2,"[0.0, 0.0]",0.0,0.0,5.0
10,1344,1,4,"[30.41, 62.75]",62.75,62.75,5.0
10,1344,2,6,"[31.85, 65.32]",65.32,65.32,5.0
10,1344,3,8,"[84.03, 17.45]",84.03,84.03,5.0
10,1344,4,10,"[32.5, 33.95]",33.95,84.03,5.0
10,1344,5,12,"[39.55, 43.84]",43.84,84.03,5.0
10,1344,6,14,"[79.33, 31.66]",79.33,84.03,5.0
10,1344,7,16,"[57.27, 38.79]",57.27,84.03,5.0
10,1344,8,18,"[61.09, 23.71]",61.09,84.03,5.0
10,1344,9,20,"[86.14, 63.2]",86.14,86.14,5.0
10,1344,0,2,"[0.0, 0.18]",0.18,0.18,6.0
10,1344,1,4,"[43.84, 84.03]",84.03,84.03,6.0
10,1344,2,6,"[8.5, 3.55]",8.5,84.03,6.0
10,1344,3,8,"[21.65, 31.66]",31.66,84.03,6.0
10,1344,4,10,"[62.75, 61.09]",62.75,84.03,6.0
10,1344,5,12,"[36.96, 75.4]",75.4,84.03,6.0
10,1344,6,14,"[18.72, 72.9]",72.9,84.03,6.0
10,1344,7,16,"[57.95, 36.73]",57.95,84.03,6.0
10,1344,8,18,"[40.02, 46.57]",46.57,84.03,6.0
10,1344,9,20,"[48.21, 0.0]",48.21,84.03,6.0
10,1344,0,2,"[0.0, 0.0]",0.0,0.0,7.0
10,1344,1,4,"[30.41, 62.75]",62.75,62.75,7.0
10,1344,2,6,"[3.6, 5.22]",5.22,62.75,7.0
10,1344,3,8,"[5.75, 0.0]",5.75,62.75,7.0
10,1344,4,10,"[0.0, 0.0]",0.0,62.75,7.0
10,1344,5,12,"[57.27, 47.03]",57.27,62.75,7.0
10,1344,6,14,"[11.68, 2.72]",11.68,62.75,7.0
10,1344,7,16,"[37.38, 3.4]",37.38,62.75,7.0
10,1344,8,18,"[1.71, 0.41]",1.71,62.75,7.0
10,1344,9,20,"[19.55, 14.29]",19.55,62.75,7.0
10,1344,0,2,"[0.0, 0.0]",0.0,0.0,8.0
10,1344,1,4,"[3.6, 5.22]",5.22,5.22,8.0
10,1344,2,6,"[5.75, 0.0]",5.75,5.75,8.0
10,1344,3,8,"[0.0, 0.0]",0.0,5.75,8.0
10,1344,4,10,"[57.27, 47.03]",57.27,57.27,8.0
10,1344,5,12,"[37.38, 3.4]",37.38,57.27,8.0
10,1344,6,14,"[1.71, 0.41]",1.71,57.27,8.0
10,1344,7,16,"[19.55, 14.29]",19.55,57.27,8.0
10,1344,8,18,"[11.68, 43.2]",43.2,57.27,8.0
10,1344,9,20,"[38.03, 38.79]",38.79,57.27,8.0
10,1344,0,2,"[72.24, 38.79]",72.24,72.24,9.0
10,1344,1,4,"[30.03, 65.32]",65.32,72.24,9.0
10,1344,2,6,"[3.6, 5.22]",5.22,72.24,9.0
10,1344,3,8,"[5.75, 30.41]",30.41,72.24,9.0
10,1344,4,10,"[0.0, 0.0]",0.0,72.24,9.0
10,1344,5,12,"[0.0, 57.27]",57.27,72.24,9.0
10,1344,6,14,"[47.03, 37.38]",47.03,72.24,9.0
10,1344,7,16,"[3.4, 1.71]",3.4,72.24,9.0
10,1344,8,18,"[0.41, 19.55]",19.55,72.24,9.0
10,1344,9,20,"[14.29, 11.68]",14.29,72.24,9.0
10,1344,0,2,"[2.65, 0.0]",2.65,2.65,10.0
10,1344,1,4,"[39.55, 43.84]",43.84,43.84,10.0
10,1344,2,6,"[3.6, 5.22]",5.22,43.84,10.0
10,1344,3,8,"[5.75, 0.0]",5.75,43.84,10.0
10,1344,4,10,"[0.0, 0.0]",0.0,43.84,10.0
10,1344,5,12,"[57.27, 47.03]",57.27,57.27,10.0
10,1344,6,14,"[37.38, 3.4]",37.38,57.27,10.0
10,1344,7,16,"[1.71, 0.41]",1.71,57.27,10.0
10,1344,8,18,"[19.55, 14.29]",19.55,57.27,10.0
10,1344,9,20,"[11.68, 43.2]",43.2,57.27,10.0
10,1344,0,2,"[3.69, 22.31]",22.31,22.31,11.0
10,1344,1,4,"[62.75, 61.09]",62.75,62.75,11.0
10,1344,2,6,"[3.6, 5.22]",5.22,62.75,11.0
10,1344,3,8,"[5.75, 82.21]",82.21,82.21,11.0
10,1344,4,10,"[26.5, 0.0]",26.5,82.21,11.0
10,1344,5,12,"[26.56, 25.35]",26.56,82.21,11.0
10,1344,6,14,"[0.81, 46.57]",46.57,82.21,11.0
10,1344,7,16,"[40.47, 57.18]",57.18,82.21,11.0
10,1344,8,18,"[38.8, 61.71]",61.71,82.21,11.0
10,1344,9,20,"[17.63, 16.95]",17.63,82.21,11.0
10,1344,0,2,"[23.23, 26.5]",26.5,26.5,12.0
10,1344,1,4,"[3.6, 5.22]",5.22,26.5,12.0
10,1344,2,6,"[5.75, 0.0]",5.75,26.5,12.0
10,1344,3,8,"[0.0, 0.0]",0.0,26.5,12.0
10,1344,4,10,"[57.27, 47.03]",57.27,57.27,12.0
10,1344,5,12,"[37.38, 3.4]",37.38,57.27,12.0
10,1344,6,14,"[1.71, 0.41]",1.71,57.27,12.0
10,1344,7,16,"[19.55, 14.29]",19.55,57.27,12.0
10,1344,8,18,"[30.41, 39.55]",39.55,57.27,12.0
10,1344,9,20,"[11.68, 43.2]",43.2,57.27,12.0
10,1344,0,2,"[43.84, 86.37]",86.37,86.37,13.0
10,1344,1,4,"[86.14, 66.03]",86.14,86.37,13.0
10,1344,2,6,"[38.03, 84.17]",84.17,86.37,13.0
10,1344,3,8,"[24.55, 27.79]",27.79,86.37,13.0
10,1344,4,10,"[0.0, 63.2]",63.2,86.37,13.0
10,1344,5,12,"[72.9, 53.43]",72.9,86.37,13.0
10,1344,6,14,"[29.57, 51.32]",51.32,86.37,13.0
10,1344,7,16,"[3.51, 23.05]",23.05,86.37,13.0
10,1344,8,18,"[38.78, 85.24]",85.24,86.37,13.0
10,1344,9,20,"[16.04, 28.11]",28.11,86.37,13.0
10,1344,0,2,"[0.0, 16.51]",16.51,16.51,14.0
10,1344,1,4,"[3.6, 5.22]",5.22,16.51,14.0
10,1344,2,6,"[28.9, 61.09]",61.09,61.09,14.0
10,1344,3,8,"[19.55, 86.14]",86.14,86.14,14.0
10,1344,4,10,"[38.79, 25.35]",38.79,86.14,14.0
10,1344,5,12,"[27.79, 37.4]",37.4,86.14,14.0
10,1344,6,14,"[37.37, 79.33]",79.33,86.14,14.0
10,1344,7,16,"[36.97, 7.12]",36.97,86.14,14.0
10,1344,8,18,"[23.23, 84.03]",84.03,86.14,14.0
10,1344,9,20,"[65.32, 31.58]",65.32,86.14,14.0
10,1345,0,2,"[0.0, 13.72]",13.72,13.72,0.0
10,1345,1,4,"[3.6, 5.22]",5.22,13.72,0.0
10,1345,2,6,"[5.75, 0.0]",5.75,13.72,0.0
10,1345,3,8,"[0.0, 0.0]",0.0,13.72,0.0
10,1345,4,10,"[57.27, 47.03]",57.27,57.27,0.0
10,1345,5,12,"[62.75, 65.32]",65.32,65.32,0.0
10,1345,6,14,"[37.38, 3.4]",37.38,65.32,0.0
10,1345,7,16,"[61.71, 85.24]",85.24,85.24,0.0
10,1345,8,18,"[1.71, 0.41]",1.71,85.24,0.0
10,1345,9,20,"[19.55, 14.29]",19.55,85.24,0.0
10,1345,0,2,"[3.68, 25.5]",25.5,25.5,1.0
10,1345,1,4,"[40.02, 62.34]",62.34,62.34,1.0
10,1345,2,6,"[3.6, 5.22]",5.22,62.34,1.0
10,1345,3,8,"[5.75, 0.0]",5.75,62.34,1.0
10,1345,4,10,"[0.0, 0.0]",0.0,62.34,1.0
10,1345,5,12,"[57.27, 47.03]",57.27,62.34,1.0
10,1345,6,14,"[61.09, 25.31]",61.09,62.34,1.0
10,1345,7,16,"[85.24, 82.21]",85.24,85.24,1.0
10,1345,8,18,"[39.55, 84.03]",84.03,85.24,1.0
10,1345,9,20,"[0.0, 44.28]",44.28,85.24,1.0
10,1345,0,2,"[0.0, 0.76]",0.76,0.76,2.0
10,1345,1,4,"[3.6, 5.22]",5.22,5.22,2.0
10,1345,2,6,"[5.75, 0.0]",5.75,5.75,2.0
10,1345,3,8,"[0.0, 0.0]",0.0,5.75,2.0
10,1345,4,10,"[57.27, 47.03]",57.27,57.27,2.0
10,1345,5,12,"[7.12, 55.7]",55.7,57.27,2.0
10,1345,6,14,"[37.38, 3.4]",37.38,57.27,2.0
10,1345,7,16,"[37.4, 36.73]",37.4,57.27,2.0
10,1345,8,18,"[1.71, 0.41]",1.71,57.27,2.0
10,1345,9,20,"[19.55, 14.29]",19.55,57.27,2.0
10,1345,0,2,"[0.66, 0.0]",0.66,0.66,3.0
10,1345,1,4,"[62.75, 38.8]",62.75,62.75,3.0
10,1345,2,6,"[3.6, 5.22]",5.22,62.75,3.0
10,1345,3,8,"[5.75, 0.0]",5.75,62.75,3.0
10,1345,4,10,"[0.0, 0.0]",0.0,62.75,3.0
10,1345,5,12,"[57.27, 47.03]",57.27,62.75,3.0
10,1345,6,14,"[37.38, 3.4]",37.38,62.75,3.0
10,1345,7,16,"[1.71, 0.41]",1.71,62.75,3.0
10,1345,8,18,"[19.55, 14.29]",19.55,62.75,3.0
10,1345,9,20,"[11.68, 43.2]",43.2,62.75,3.0
10,1345,0,2,"[86.14, 0.0]",86.14,86.14,4.0
10,1345,1,4,"[44.96, 44.4]",44.96,86.14,4.0
10,1345,2,6,"[79.33, 27.79]",79.33,86.14,4.0
10,1345,3,8,"[0.41, 38.79]",38.79,86.14,4.0
10,1345,4,10,"[15.86, 25.67]",25.67,86.14,4.0
10,1345,5,12,"[5.29, 65.32]",65.32,86.14,4.0
10,1345,6,14,"[31.66, 36.73]",36.73,86.14,4.0
10,1345,7,16,"[61.09, 13.31]",61.09,86.14,4.0
10,1345,8,18,"[7.12, 43.84]",43.84,86.14,4.0
10,1345,9,20,"[21.15, 16.91]",21.15,86.14,4.0
10,1345,0,2,"[79.33, 39.55]",79.33,79.33,5.0
10,1345,1,4,"[52.77, 17.45]",52.77,79.33,5.0
10,1345,2,6,"[36.96, 33.59]",36.96,79.33,5.0
10,1345,3,8,"[3.6, 0.0]",3.6,79.33,5.0
10,1345,4,10,"[57.27, 86.14]",86.14,86.14,5.0
10,1345,5,12,"[38.79, 84.17]",84.17,86.14,5.0
10,1345,6,14,"[22.94, 27.79]",27.79,86.14,5.0
10,1345,7,16,"[57.95, 63.2]",63.2,86.14,5.0
10,1345,8,18,"[37.37, 24.55]",37.37,86.14,5.0
10,1345,9,20,"[8.5, 14.72]",14.72,86.14,5.0
10,1345,0,2,"[0.0, 0.18]",0.18,0.18,6.0
10,1345,1,4,"[43.84, 84.03]",84.03,84.03,6.0
10,1345,2,6,"[8.5, 4.77]",8.5,84.03,6.0
10,1345,3,8,"[62.75, 31.66]",62.75,84.03,6.0
10,1345,4,10,"[55.7, 61.09]",61.09,84.03,6.0
10,1345,5,12,"[86.37, 75.4]",86.37,86.37,6.0
10,1345,6,14,"[36.96, 57.95]",57.95,86.37,6.0
10,1345,7,16,"[18.72, 32.5]",32.5,86.37,6.0
10,1345,8,18,"[46.57, 36.98]",46.57,86.37,6.0
10,1345,9,20,"[36.73, 40.04]",40.04,86.37,6.0
10,1345,0,2,"[0.0, 0.0]",0.0,0.0,7.0
10,1345,1,4,"[30.41, 61.09]",61.09,61.09,7.0
10,1345,2,6,"[3.6, 5.22]",5.22,61.09,7.0
10,1345,3,8,"[5.75, 0.0]",5.75,61.09,7.0
10,1345,4,10,"[0.0, 0.0]",0.0,61.09,7.0
10,1345,5,12,"[57.27, 47.03]",57.27,61.09,7.0
10,1345,6,14,"[2.72, 2.72]",2.72,61.09,7.0
10,1345,7,16,"[37.38, 3.4]",37.38,61.09,7.0
10,1345,8,18,"[1.71, 0.41]",1.71,61.09,7.0
10,1345,9,20,"[19.55, 14.29]",19.55,61.09,7.0
10,1345,0,2,"[13.19, 82.21]",82.21,82.21,8.0
10,1345,1,4,"[0.0, 66.03]",66.03,82.21,8.0
10,1345,2,6,"[36.96, 25.35]",36.96,82.21,8.0
10,1345,3,8,"[61.71, 46.57]",61.71,82.21,8.0
10,1345,4,10,"[57.27, 52.23]",57.27,82.21,8.0
10,1345,5,12,"[36.97, 52.2]",52.2,82.21,8.0
10,1345,6,14,"[0.0, 0.0]",0.0,82.21,8.0
10,1345,7,16,"[17.16, 23.57]",23.57,82.21,8.0
10,1345,8,18,"[60.68, 86.14]",86.14,86.14,8.0
10,1345,9,20,"[79.33, 27.79]",79.33,86.14,8.0
10,1345,0,2,"[5.75, 0.97]",5.75,5.75,9.0
10,1345,1,4,"[3.6, 5.22]",5.22,5.75,9.0
10,1345,2,6,"[0.0, 0.0]",0.0,5.75,9.0
10,1345,3,8,"[0.0, 57.27]",57.27,57.27,9.0
10,1345,4,10,"[5.29, 3.55]",5.29,57.27,9.0
10,1345,5,12,"[28.9, 61.09]",61.09,61.09,9.0
10,1345,6,14,"[47.03, 37.38]",47.03,61.09,9.0
10,1345,7,16,"[3.4, 1.71]",3.4,61.09,9.0
10,1345,8,18,"[62.75, 65.32]",65.32,65.32,9.0
10,1345,9,20,"[0.41, 19.55]",19.55,65.32,9.0
10,1345,0,2,"[38.03, 75.28]",75.28,75.28,10.0
10,1345,1,4,"[43.84, 57.18]",57.18,75.28,10.0
10,1345,2,6,"[62.75, 61.09]",62.75,75.28,10.0
10,1345,3,8,"[3.6, 5.22]",5.22,75.28,10.0
10,1345,4,10,"[5.75, 0.0]",5.75,75.28,10.0
10,1345,5,12,"[0.0, 0.0]",0.0,75.28,10.0
10,1345,6,14,"[57.27, 47.03]",57.27,75.28,10.0
10,1345,7,16,"[37.38, 3.4]",37.38,75.28,10.0
10,1345,8,18,"[1.71, 0.41]",1.71,75.28,10.0
10,1345,9,20,"[19.55, 14.29]",19.55,75.28,10.0
10,1345,0,2,"[3.69, 22.31]",22.31,22.31,11.0
10,1345,1,4,"[62.75, 61.09]",62.75,62.75,11.0
10,1345,2,6,"[3.6, 5.22]",5.22,62.75,11.0
10,1345,3,8,"[5.75, 0.0]",5.75,62.75,11.0
10,1345,4,10,"[0.0, 0.0]",0.0,62.75,11.0
10,1345,5,12,"[57.27, 47.03]",57.27,62.75,11.0
10,1345,6,14,"[37.38, 3.4]",37.38,62.75,11.0
10,1345,7,16,"[1.71, 0.41]",1.71,62.75,11.0
10,1345,8,18,"[19.55, 14.29]",19.55,62.75,11.0
10,1345,9,20,"[11.68, 43.2]",43.2,62.75,11.0
10,1345,0,2,"[38.8, 26.5]",38.8,38.8,12.0
10,1345,1,4,"[3.6, 5.22]",5.22,38.8,12.0
10,1345,2,6,"[5.75, 0.0]",5.75,38.8,12.0
10,1345,3,8,"[0.0, 0.0]",0.0,38.8,12.0
10,1345,4,10,"[57.27, 47.03]",57.27,57.27,12.0
10,1345,5,12,"[37.38, 3.4]",37.38,57.27,12.0
10,1345,6,14,"[1.71, 0.41]",1.71,57.27,12.0
10,1345,7,16,"[19.55, 14.29]",19.55,57.27,12.0
10,1345,8,18,"[11.68, 43.2]",43.2,57.27,12.0
10,1345,9,20,"[72.24, 10.12]",72.24,72.24,12.0
10,1345,0,2,"[43.84, 0.0]",43.84,43.84,13.0
10,1345,1,4,"[3.6, 5.22]",5.22,43.84,13.0
10,1345,2,6,"[5.75, 0.0]",5.75,43.84,13.0
10,1345,3,8,"[0.0, 0.0]",0.0,43.84,13.0
10,1345,4,10,"[57.27, 47.03]",57.27,57.27,13.0
10,1345,5,12,"[37.38, 3.4]",37.38,57.27,13.0
10,1345,6,14,"[1.71, 0.41]",1.71,57.27,13.0
10,1345,7,16,"[19.55, 14.29]",19.55,57.27,13.0
10,1345,8,18,"[11.68, 43.2]",43.2,57.27,13.0
10,1345,9,20,"[38.03, 38.79]",38.79,57.27,13.0
10,1345,0,2,"[16.51, 0.0]",16.51,16.51,14.0
10,1345,1,4,"[3.6, 5.22]",5.22,16.51,14.0
10,1345,2,6,"[30.41, 61.09]",61.09,61.09,14.0
10,1345,3,8,"[19.55, 46.46]",46.46,61.09,14.0
10,1345,4,10,"[31.66, 37.4]",37.4,61.09,14.0
10,1345,5,12,"[25.35, 23.45]",25.35,61.09,14.0
10,1345,6,14,"[5.75, 0.0]",5.75,61.09,14.0
10,1345,7,16,"[0.0, 0.0]",0.0,61.09,14.0
10,1345,8,18,"[57.27, 47.03]",57.27,61.09,14.0
10,1345,9,20,"[37.38, 3.4]",37.38,61.09,14.0
10,1346,0,2,"[65.32, 61.71]",65.32,65.32,0.0
10,1346,1,4,"[3.6, 5.22]",5.22,65.32,0.0
10,1346,2,6,"[5.75, 0.0]",5.75,65.32,0.0
10,1346,3,8,"[0.0, 0.0]",0.0,65.32,0.0
10,1346,4,10,"[57.27, 47.03]",57.27,65.32,0.0
10,1346,5,12,"[37.38, 3.4]",37.38,65.32,0.0
10,1346,6,14,"[57.85, 63.2]",63.2,65.32,0.0
10,1346,7,16,"[1.71, 0.41]",1.71,65.32,0.0
10,1346,8,18,"[19.55, 14.29]",19.55,65.32,0.0
10,1346,9,20,"[30.41, 13.19]",30.41,65.32,0.0
10,1346,0,2,"[43.84, 17.45]",43.84,43.84,1.0
10,1346,1,4,"[3.6, 5.22]",5.22,43.84,1.0
10,1346,2,6,"[5.75, 0.0]",5.75,43.84,1.0
10,1346,3,8,"[0.0, 0.0]",0.0,43.84,1.0
10,1346,4,10,"[57.27, 47.03]",57.27,57.27,1.0
10,1346,5,12,"[37.38, 34.98]",37.38,57.27,1.0
10,1346,6,14,"[3.4, 1.71]",3.4,57.27,1.0
10,1346,7,16,"[0.41, 19.55]",19.55,57.27,1.0
10,1346,8,18,"[14.29, 11.68]",14.29,57.27,1.0
10,1346,9,20,"[43.2, 38.03]",43.2,57.27,1.0
10,1346,0,2,"[16.92, 66.03]",66.03,66.03,2.0
10,1346,1,4,"[62.75, 61.09]",62.75,66.03,2.0
10,1346,2,6,"[38.79, 86.14]",86.14,86.14,2.0
10,1346,3,8,"[31.85, 27.79]",31.85,86.14,2.0
10,1346,4,10,"[52.23, 54.55]",54.55,86.14,2.0
10,1346,5,12,"[26.56, 79.33]",79.33,86.14,2.0
10,1346,6,14,"[0.0, 82.21]",82.21,86.14,2.0
10,1346,7,16,"[46.57, 41.03]",46.57,86.14,2.0
10,1346,8,18,"[84.03, 36.73]",84.03,86.14,2.0
10,1346,9,20,"[43.84, 65.32]",65.32,86.14,2.0
10,1346,0,2,"[0.0, 0.0]",0.0,0.0,3.0
10,1346,1,4,"[38.8, 65.32]",65.32,65.32,3.0
10,1346,2,6,"[3.6, 72.9]",72.9,72.9,3.0
10,1346,3,8,"[5.22, 5.75]",5.75,72.9,3.0
10,1346,4,10,"[0.0, 66.03]",66.03,72.9,3.0
10,1346,5,12,"[0.0, 0.0]",0.0,72.9,3.0
10,1346,6,14,"[57.27, 47.03]",57.27,72.9,3.0
10,1346,7,16,"[37.38, 3.4]",37.38,72.9,3.0
10,1346,8,18,"[1.71, 0.41]",1.71,72.9,3.0
10,1346,9,20,"[19.55, 32.71]",32.71,72.9,3.0
10,1346,0,2,"[0.0, 10.66]",10.66,10.66,4.0
10,1346,1,4,"[86.14, 84.03]",86.14,86.14,4.0
10,1346,2,6,"[62.75, 5.29]",62.75,86.14,4.0
10,1346,3,8,"[27.79, 0.0]",27.79,86.14,4.0
10,1346,4,10,"[38.03, 31.66]",38.03,86.14,4.0
10,1346,5,12,"[43.84, 36.73]",43.84,86.14,4.0
10,1346,6,14,"[65.32, 44.4]",65.32,86.14,4.0
10,1346,7,16,"[2.53, 24.02]",24.02,86.14,4.0
10,1346,8,18,"[44.96, 13.31]",44.96,86.14,4.0
10,1346,9,20,"[7.12, 61.09]",61.09,86.14,4.0
10,1346,0,2,"[79.33, 39.55]",79.33,79.33,5.0
10,1346,1,4,"[52.77, 17.45]",52.77,79.33,5.0
10,1346,2,6,"[36.96, 33.59]",36.96,79.33,5.0
10,1346,3,8,"[3.6, 0.0]",3.6,79.33,5.0
10,1346,4,10,"[57.27, 5.29]",57.27,79.33,5.0
10,1346,5,12,"[86.14, 23.71]",86.14,86.14,5.0
10,1346,6,14,"[57.95, 63.2]",63.2,86.14,5.0
10,1346,7,16,"[37.37, 84.17]",84.17,86.14,5.0
10,1346,8,18,"[38.79, 21.65]",38.79,86.14,5.0
10,1346,9,20,"[28.9, 8.95]",28.9,86.14,5.0
10,1346,0,2,"[0.0, 62.34]",62.34,62.34,6.0
10,1346,1,4,"[61.09, 84.03]",84.03,84.03,6.0
10,1346,2,6,"[36.96, 75.4]",75.4,84.03,6.0
10,1346,3,8,"[17.74, 72.9]",72.9,84.03,6.0
10,1346,4,10,"[57.85, 63.2]",63.2,84.03,6.0
10,1346,5,12,"[43.84, 31.66]",43.84,84.03,6.0
10,1346,6,14,"[32.68, 44.28]",44.28,84.03,6.0
10,1346,7,16,"[65.32, 40.02]",65.32,84.03,6.0
10,1346,8,18,"[0.0, 36.73]",36.73,84.03,6.0
10,1346,9,20,"[3.6, 5.22]",5.22,84.03,6.0
10,1346,0,2,"[0.0, 0.0]",0.0,0.0,7.0
10,1346,1,4,"[30.41, 61.09]",61.09,61.09,7.0
10,1346,2,6,"[3.6, 5.22]",5.22,61.09,7.0
10,1346,3,8,"[5.75, 0.0]",5.75,61.09,7.0
10,1346,4,10,"[0.0, 28.53]",28.53,61.09,7.0
10,1346,5,12,"[0.0, 57.27]",57.27,61.09,7.0
10,1346,6,14,"[47.03, 37.38]",47.03,61.09,7.0
10,1346,7,16,"[3.4, 1.71]",3.4,61.09,7.0
10,1346,8,18,"[0.41, 19.55]",19.55,61.09,7.0
10,1346,9,20,"[14.29, 11.68]",14.29,61.09,7.0
10,1346,0,2,"[0.0, 2.72]",2.72,2.72,8.0
10,1346,1,4,"[3.6, 5.22]",5.22,5.22,8.0
10,1346,2,6,"[5.75, 0.0]",5.75,5.75,8.0
10,1346,3,8,"[0.0, 0.0]",0.0,5.75,8.0
10,1346,4,10,"[57.27, 47.03]",57.27,57.27,8.0
10,1346,5,12,"[37.38, 61.09]",61.09,61.09,8.0
10,1346,6,14,"[3.4, 1.71]",3.4,61.09,8.0
