Scenario,Random_Seed,Iteration,Num_Experiments,yield_Measurements,yield_IterBest,yield_CumBest,Initial_Data
1,1344,7,16,"[8.5, 5.29]",8.5,57.27,2.0
1,1344,8,18,"[5.7, 52.2]",52.2,57.27,2.0
1,1344,9,20,"[0.0, 26.3]",26.3,57.27,2.0
1,1344,0,2,"[43.84, 44.22]",44.22,44.22,3.0
1,1344,1,4,"[11.77, 36.32]",36.32,44.22,3.0
1,1344,2,6,"[38.8, 0.0]",38.8,44.22,3.0
1,1344,3,8,"[24.55, 44.4]",44.4,44.4,3.0
1,1344,4,10,"[3.6, 5.22]",5.22,44.4,3.0
1,1344,5,12,"[5.75, 0.0]",5.75,44.4,3.0
1,1344,6,14,"[0.0, 0.0]",0.0,44.4,3.0
1,1344,7,16,"[57.27, 47.03]",57.27,57.27,3.0
1,1344,8,18,"[31.18, 5.29]",31.18,57.27,3.0
1,1344,9,20,"[18.93, 6.98]",18.93,57.27,3.0
1,1344,0,2,"[11.65, 37.4]",37.4,37.4,4.0
1,1344,1,4,"[3.6, 5.22]",5.22,37.4,4.0
1,1344,2,6,"[5.75, 0.0]",5.75,37.4,4.0
1,1344,3,8,"[0.0, 7.59]",7.59,37.4,4.0
1,1344,4,10,"[0.0, 57.27]",57.27,57.27,4.0
1,1344,5,12,"[3.55, 4.97]",4.97,57.27,4.0
1,1344,6,14,"[31.18, 12.44]",31.18,57.27,4.0
1,1344,7,16,"[2.72, 17.9]",17.9,57.27,4.0
1,1344,8,18,"[8.45, 16.15]",16.15,57.27,4.0
1,1344,9,20,"[47.03, 12.23]",47.03,57.27,4.0
1,1344,0,2,"[7.12, 0.0]",7.12,7.12,5.0
1,1344,1,4,"[3.6, 5.22]",5.22,7.12,5.0
1,1344,2,6,"[5.75, 0.0]",5.75,7.12,5.0
1,1344,3,8,"[0.0, 0.0]",0.0,7.12,5.0
1,1344,4,10,"[57.27, 47.03]",57.27,57.27,5.0
1,1344,5,12,"[4.89, 43.22]",43.22,57.27,5.0
1,1344,6,14,"[5.29, 2.72]",5.29,57.27,5.0
1,1344,7,16,"[23.05, 13.02]",23.05,57.27,5.0
1,1344,8,18,"[19.99, 52.23]",52.23,57.27,5.0
1,1344,9,20,"[0.0, 52.2]",52.2,57.27,5.0
1,1344,0,2,"[36.73, 17.93]",36.73,36.73,6.0
1,1344,1,4,"[3.6, 5.22]",5.22,36.73,6.0
1,1344,2,6,"[5.75, 0.0]",5.75,36.73,6.0
1,1344,3,8,"[0.0, 0.0]",0.0,36.73,6.0
1,1344,4,10,"[57.27, 47.03]",57.27,57.27,6.0
1,1344,5,12,"[5.62, 4.89]",5.62,57.27,6.0
1,1344,6,14,"[12.23, 5.29]",12.23,57.27,6.0
1,1344,7,16,"[2.72, 6.98]",6.98,57.27,6.0
1,1344,8,18,"[0.14, 0.0]",0.14,57.27,6.0
1,1344,9,20,"[7.3, 30.41]",30.41,57.27,6.0
1,1344,0,2,"[44.96, 24.05]",44.96,44.96,7.0
1,1344,1,4,"[3.6, 5.22]",5.22,44.96,7.0
1,1344,2,6,"[5.75, 0.0]",5.75,44.96,7.0
1,1344,3,8,"[0.0, 0.0]",0.0,44.96,7.0
1,1344,4,10,"[57.27, 47.03]",57.27,57.27,7.0
1,1344,5,12,"[19.77, 0.04]",19.77,57.27,7.0
1,1344,6,14,"[5.29, 2.72]",5.29,57.27,7.0
1,1344,7,16,"[30.83, 40.02]",40.02,57.27,7.0
1,1344,8,18,"[61.71, 82.21]",82.21,82.21,7.0
1,1344,9,20,"[86.14, 46.57]",86.14,86.14,7.0
1,1344,0,2,"[10.12, 12.07]",12.07,12.07,8.0
1,1344,1,4,"[3.6, 5.22]",5.22,12.07,8.0
1,1344,2,6,"[5.75, 0.0]",5.75,12.07,8.0
1,1344,3,8,"[0.0, 0.0]",0.0,12.07,8.0
1,1344,4,10,"[57.27, 47.03]",57.27,57.27,8.0
1,1344,5,12,"[2.72, 6.98]",6.98,57.27,8.0
1,1344,6,14,"[31.18, 26.3]",31.18,57.27,8.0
1,1344,7,16,"[0.0, 0.0]",0.0,57.27,8.0
1,1344,8,18,"[37.38, 3.4]",37.38,57.27,8.0
1,1344,9,20,"[21.65, 10.66]",21.65,57.27,8.0
1,1344,0,2,"[17.45, 36.73]",36.73,36.73,9.0
1,1344,1,4,"[3.6, 5.22]",5.22,36.73,9.0
1,1344,2,6,"[5.75, 0.0]",5.75,36.73,9.0
1,1344,3,8,"[0.0, 0.0]",0.0,36.73,9.0
1,1344,4,10,"[57.27, 47.03]",57.27,57.27,9.0
1,1344,5,12,"[4.89, 17.9]",17.9,57.27,9.0
1,1344,6,14,"[5.29, 44.4]",44.4,57.27,9.0
1,1344,7,16,"[22.3, 11.65]",22.3,57.27,9.0
1,1344,8,18,"[37.3, 18.95]",37.3,57.27,9.0
1,1344,9,20,"[7.3, 37.93]",37.93,57.27,9.0
1,1344,0,2,"[46.46, 0.04]",46.46,46.46,10.0
1,1344,1,4,"[14.53, 10.13]",14.53,46.46,10.0
1,1344,2,6,"[3.6, 5.22]",5.22,46.46,10.0
1,1344,3,8,"[5.75, 0.0]",5.75,46.46,10.0
1,1344,4,10,"[0.0, 0.0]",0.0,46.46,10.0
1,1344,5,12,"[57.27, 47.03]",57.27,57.27,10.0
1,1344,6,14,"[37.38, 3.4]",37.38,57.27,10.0
1,1344,7,16,"[1.71, 0.41]",1.71,57.27,10.0
1,1344,8,18,"[19.55, 14.29]",19.55,57.27,10.0
1,1344,9,20,"[12.23, 5.62]",12.23,57.27,10.0
1,1344,0,2,"[0.78, 0.0]",0.78,0.78,11.0
1,1344,1,4,"[6.26, 43.84]",43.84,43.84,11.0
1,1344,2,6,"[3.6, 5.22]",5.22,43.84,11.0
1,1344,3,8,"[5.75, 0.0]",5.75,43.84,11.0
1,1344,4,10,"[0.0, 0.0]",0.0,43.84,11.0
1,1344,5,12,"[57.27, 47.03]",57.27,57.27,11.0
1,1344,6,14,"[4.89, 16.51]",16.51,57.27,11.0
1,1344,7,16,"[37.38, 3.4]",37.38,57.27,11.0
1,1344,8,18,"[1.71, 0.41]",1.71,57.27,11.0
1,1344,9,20,"[19.55, 14.29]",19.55,57.27,11.0
1,1344,0,2,"[39.55, 22.3]",39.55,39.55,12.0
1,1344,1,4,"[3.6, 5.22]",5.22,39.55,12.0
1,1344,2,6,"[5.75, 0.0]",5.75,39.55,12.0
1,1344,3,8,"[0.0, 0.0]",0.0,39.55,12.0
1,1344,4,10,"[57.27, 47.03]",57.27,57.27,12.0
1,1344,5,12,"[5.62, 4.89]",5.62,57.27,12.0
1,1344,6,14,"[37.38, 3.4]",37.38,57.27,12.0
1,1344,7,16,"[46.46, 0.05]",46.46,57.27,12.0
1,1344,8,18,"[12.23, 5.29]",12.23,57.27,12.0
1,1344,9,20,"[37.37, 40.47]",40.47,57.27,12.0
1,1344,0,2,"[84.03, 20.5]",84.03,84.03,13.0
1,1344,1,4,"[0.0, 17.93]",17.93,84.03,13.0
1,1344,2,6,"[61.09, 39.55]",61.09,84.03,13.0
1,1344,3,8,"[72.9, 0.0]",72.9,84.03,13.0
1,1344,4,10,"[32.71, 61.71]",61.71,84.03,13.0
1,1344,5,12,"[36.72, 0.28]",36.72,84.03,13.0
1,1344,6,14,"[23.71, 40.02]",40.02,84.03,13.0
1,1344,7,16,"[25.62, 53.43]",53.43,84.03,13.0
1,1344,8,18,"[37.37, 31.66]",37.37,84.03,13.0
1,1344,9,20,"[62.75, 0.0]",62.75,84.03,13.0
1,1344,0,2,"[16.57, 44.4]",44.4,44.4,14.0
1,1344,1,4,"[3.6, 5.22]",5.22,44.4,14.0
1,1344,2,6,"[5.75, 0.0]",5.75,44.4,14.0
1,1344,3,8,"[0.0, 18.95]",18.95,44.4,14.0
1,1344,4,10,"[0.0, 57.27]",57.27,57.27,14.0
1,1344,5,12,"[3.55, 4.61]",4.61,57.27,14.0
1,1344,6,14,"[2.62, 37.93]",37.93,57.27,14.0
1,1344,7,16,"[2.72, 6.98]",6.98,57.27,14.0
1,1344,8,18,"[47.03, 12.44]",47.03,57.27,14.0
1,1344,9,20,"[21.65, 36.73]",36.73,57.27,14.0
1,1345,0,2,"[43.2, 44.22]",44.22,44.22,0.0
1,1345,1,4,"[3.6, 5.22]",5.22,44.22,0.0
1,1345,2,6,"[5.75, 0.0]",5.75,44.22,0.0
1,1345,3,8,"[0.0, 0.0]",0.0,44.22,0.0
1,1345,4,10,"[57.27, 47.03]",57.27,57.27,0.0
1,1345,5,12,"[6.98, 25.67]",25.67,57.27,0.0
1,1345,6,14,"[39.55, 5.62]",39.55,57.27,0.0
1,1345,7,16,"[19.55, 46.46]",46.46,57.27,0.0
1,1345,8,18,"[30.41, 62.75]",62.75,62.75,0.0
1,1345,9,20,"[12.23, 5.85]",12.23,62.75,0.0
1,1345,0,2,"[44.4, 0.0]",44.4,44.4,1.0
1,1345,1,4,"[14.72, 13.78]",14.72,44.4,1.0
1,1345,2,6,"[3.6, 5.22]",5.22,44.4,1.0
1,1345,3,8,"[5.75, 0.0]",5.75,44.4,1.0
1,1345,4,10,"[0.0, 0.0]",0.0,44.4,1.0
1,1345,5,12,"[57.27, 47.03]",57.27,57.27,1.0
1,1345,6,14,"[37.38, 3.4]",37.38,57.27,1.0
1,1345,7,16,"[1.71, 0.41]",1.71,57.27,1.0
1,1345,8,18,"[19.55, 14.29]",19.55,57.27,1.0
1,1345,9,20,"[11.68, 43.2]",43.2,57.27,1.0
1,1345,0,2,"[3.77, 0.0]",3.77,3.77,2.0
1,1345,1,4,"[3.6, 5.22]",5.22,5.22,2.0
1,1345,2,6,"[5.75, 0.0]",5.75,5.75,2.0
1,1345,3,8,"[0.0, 0.0]",0.0,5.75,2.0
1,1345,4,10,"[57.27, 47.03]",57.27,57.27,2.0
1,1345,5,12,"[5.62, 6.57]",6.57,57.27,2.0
1,1345,6,14,"[5.29, 6.98]",6.98,57.27,2.0
1,1345,7,16,"[2.72, 0.0]",2.72,57.27,2.0
1,1345,8,18,"[37.38, 3.4]",37.38,57.27,2.0
1,1345,9,20,"[1.71, 0.41]",1.71,57.27,2.0
1,1345,0,2,"[0.0, 0.0]",0.0,0.0,3.0
1,1345,1,4,"[3.6, 5.22]",5.22,5.22,3.0
1,1345,2,6,"[5.75, 0.0]",5.75,5.75,3.0
1,1345,3,8,"[0.0, 0.0]",0.0,5.75,3.0
1,1345,4,10,"[57.27, 47.03]",57.27,57.27,3.0
1,1345,5,12,"[30.41, 65.32]",65.32,65.32,3.0
1,1345,6,14,"[5.29, 16.51]",16.51,65.32,3.0
1,1345,7,16,"[43.84, 18.93]",43.84,65.32,3.0
1,1345,8,18,"[5.62, 6.98]",6.98,65.32,3.0
1,1345,9,20,"[16.15, 0.4]",16.15,65.32,3.0
1,1345,0,2,"[11.68, 0.0]",11.68,11.68,4.0
1,1345,1,4,"[26.3, 13.02]",26.3,26.3,4.0
1,1345,2,6,"[3.6, 5.22]",5.22,26.3,4.0
1,1345,3,8,"[5.75, 0.0]",5.75,26.3,4.0
1,1345,4,10,"[0.0, 0.0]",0.0,26.3,4.0
1,1345,5,12,"[57.27, 47.03]",57.27,57.27,4.0
1,1345,6,14,"[5.62, 6.57]",6.57,57.27,4.0
1,1345,7,16,"[5.29, 16.51]",16.51,57.27,4.0
1,1345,8,18,"[2.72, 7.74]",7.74,57.27,4.0
1,1345,9,20,"[37.38, 3.4]",37.38,57.27,4.0
1,1345,0,2,"[0.0, 9.32]",9.32,9.32,5.0
1,1345,1,4,"[3.6, 5.22]",5.22,9.32,5.0
1,1345,2,6,"[5.75, 0.0]",5.75,9.32,5.0
1,1345,3,8,"[0.0, 0.0]",0.0,9.32,5.0
1,1345,4,10,"[57.27, 47.03]",57.27,57.27,5.0
1,1345,5,12,"[5.29, 43.22]",43.22,57.27,5.0
1,1345,6,14,"[5.62, 6.98]",6.98,57.27,5.0
1,1345,7,16,"[18.93, 13.02]",18.93,57.27,5.0
1,1345,8,18,"[37.38, 3.4]",37.38,57.27,5.0
1,1345,9,20,"[72.24, 12.23]",72.24,72.24,5.0
1,1345,0,2,"[36.73, 46.57]",46.57,46.57,6.0
1,1345,1,4,"[3.6, 5.22]",5.22,46.57,6.0
1,1345,2,6,"[5.75, 0.0]",5.75,46.57,6.0
1,1345,3,8,"[0.0, 0.0]",0.0,46.57,6.0
1,1345,4,10,"[57.27, 47.03]",57.27,57.27,6.0
1,1345,5,12,"[5.29, 16.51]",16.51,57.27,6.0
1,1345,6,14,"[5.62, 2.72]",5.62,57.27,6.0
1,1345,7,16,"[0.86, 0.0]",0.86,57.27,6.0
1,1345,8,18,"[0.0, 0.0]",0.0,57.27,6.0
1,1345,9,20,"[37.58, 54.55]",54.55,57.27,6.0
1,1345,0,2,"[22.92, 37.3]",37.3,37.3,7.0
1,1345,1,4,"[3.6, 5.22]",5.22,37.3,7.0
1,1345,2,6,"[5.75, 0.0]",5.75,37.3,7.0
1,1345,3,8,"[0.0, 0.0]",0.0,37.3,7.0
1,1345,4,10,"[57.27, 47.03]",57.27,57.27,7.0
1,1345,5,12,"[5.62, 16.51]",16.51,57.27,7.0
1,1345,6,14,"[10.04, 15.92]",15.92,57.27,7.0
1,1345,7,16,"[5.29, 65.32]",65.32,65.32,7.0
1,1345,8,18,"[22.65, 20.67]",22.65,65.32,7.0
1,1345,9,20,"[6.38, 11.07]",11.07,65.32,7.0
1,1345,0,2,"[0.0, 0.0]",0.0,0.0,8.0
1,1345,1,4,"[5.22, 13.19]",13.19,13.19,8.0
1,1345,2,6,"[3.6, 5.75]",5.75,13.19,8.0
1,1345,3,8,"[0.0, 0.0]",0.0,13.19,8.0
1,1345,4,10,"[0.0, 57.27]",57.27,57.27,8.0
1,1345,5,12,"[5.65, 9.79]",9.79,57.27,8.0
1,1345,6,14,"[31.18, 12.44]",31.18,57.27,8.0
1,1345,7,16,"[21.65, 21.46]",21.65,57.27,8.0
1,1345,8,18,"[47.03, 37.38]",47.03,57.27,8.0
1,1345,9,20,"[3.77, 10.66]",10.66,57.27,8.0
1,1345,0,2,"[4.39, 0.0]",4.39,4.39,9.0
1,1345,1,4,"[3.6, 5.22]",5.22,5.22,9.0
1,1345,2,6,"[5.75, 0.0]",5.75,5.75,9.0
1,1345,3,8,"[0.0, 0.0]",0.0,5.75,9.0
1,1345,4,10,"[57.27, 47.03]",57.27,57.27,9.0
1,1345,5,12,"[17.9, 19.77]",19.77,57.27,9.0
1,1345,6,14,"[52.23, 43.22]",52.23,57.27,9.0
1,1345,7,16,"[2.62, 37.93]",37.93,57.27,9.0
1,1345,8,18,"[30.41, 62.75]",62.75,62.75,9.0
1,1345,9,20,"[17.63, 16.15]",17.63,62.75,9.0
1,1345,0,2,"[0.0, 0.0]",0.0,0.0,10.0
1,1345,1,4,"[3.6, 5.22]",5.22,5.22,10.0
1,1345,2,6,"[5.75, 0.0]",5.75,5.75,10.0
1,1345,3,8,"[0.0, 0.0]",0.0,5.75,10.0
1,1345,4,10,"[57.27, 47.03]",57.27,57.27,10.0
1,1345,5,12,"[6.98, 0.24]",6.98,57.27,10.0
1,1345,6,14,"[37.38, 3.4]",37.38,57.27,10.0
1,1345,7,16,"[1.71, 0.41]",1.71,57.27,10.0
1,1345,8,18,"[19.55, 14.29]",19.55,57.27,10.0
1,1345,9,20,"[11.68, 43.2]",43.2,57.27,10.0
1,1345,0,2,"[5.75, 43.84]",43.84,43.84,11.0
1,1345,1,4,"[0.0, 0.0]",0.0,43.84,11.0
1,1345,2,6,"[3.6, 5.22]",5.22,43.84,11.0
1,1345,3,8,"[0.0, 0.0]",0.0,43.84,11.0
1,1345,4,10,"[0.0, 57.27]",57.27,57.27,11.0
1,1345,5,12,"[3.55, 11.07]",11.07,57.27,11.0
1,1345,6,14,"[0.0, 4.97]",4.97,57.27,11.0
1,1345,7,16,"[47.03, 34.6]",47.03,57.27,11.0
1,1345,8,18,"[37.38, 3.4]",37.38,57.27,11.0
1,1345,9,20,"[1.71, 0.41]",1.71,57.27,11.0
1,1345,0,2,"[0.0, 24.05]",24.05,24.05,12.0
1,1345,1,4,"[3.6, 5.22]",5.22,24.05,12.0
1,1345,2,6,"[5.75, 0.0]",5.75,24.05,12.0
1,1345,3,8,"[0.0, 0.0]",0.0,24.05,12.0
1,1345,4,10,"[57.27, 47.03]",57.27,57.27,12.0
1,1345,5,12,"[28.9, 65.32]",65.32,65.32,12.0
1,1345,6,14,"[40.47, 5.29]",40.47,65.32,12.0
1,1345,7,16,"[38.8, 43.84]",43.84,65.32,12.0
1,1345,8,18,"[18.93, 13.02]",18.93,65.32,12.0
1,1345,9,20,"[0.97, 2.72]",2.72,65.32,12.0
1,1345,0,2,"[84.03, 20.5]",84.03,84.03,13.0
1,1345,1,4,"[0.0, 17.93]",17.93,84.03,13.0
1,1345,2,6,"[61.09, 39.55]",61.09,84.03,13.0
1,1345,3,8,"[72.9, 0.0]",72.9,84.03,13.0
1,1345,4,10,"[32.71, 61.71]",61.71,84.03,13.0
1,1345,5,12,"[36.72, 0.28]",36.72,84.03,13.0
1,1345,6,14,"[40.02, 34.98]",40.02,84.03,13.0
1,1345,7,16,"[79.33, 23.71]",79.33,84.03,13.0
1,1345,8,18,"[36.73, 53.43]",53.43,84.03,13.0
1,1345,9,20,"[0.0, 84.17]",84.17,84.17,13.0
1,1345,0,2,"[82.21, 0.0]",82.21,82.21,14.0
1,1345,1,4,"[38.79, 66.03]",66.03,82.21,14.0
1,1345,2,6,"[17.16, 61.71]",61.71,82.21,14.0
1,1345,3,8,"[25.35, 46.57]",46.57,82.21,14.0
1,1345,4,10,"[86.14, 0.0]",86.14,86.14,14.0
1,1345,5,12,"[12.44, 84.17]",84.17,86.14,14.0
1,1345,6,14,"[0.0, 38.8]",38.8,86.14,14.0
1,1345,7,16,"[60.68, 0.0]",60.68,86.14,14.0
1,1345,8,18,"[11.77, 3.38]",11.77,86.14,14.0
1,1345,9,20,"[23.71, 20.67]",23.71,86.14,14.0
1,1346,0,2,"[0.86, 0.0]",0.86,0.86,0.0
1,1346,1,4,"[3.6, 5.22]",5.22,5.22,0.0
1,1346,2,6,"[5.75, 0.0]",5.75,5.75,0.0
1,1346,3,8,"[0.0, 0.0]",0.0,5.75,0.0
1,1346,4,10,"[57.27, 47.03]",57.27,57.27,0.0
1,1346,5,12,"[5.62, 4.89]",5.62,57.27,0.0
1,1346,6,14,"[37.38, 3.4]",37.38,57.27,0.0
1,1346,7,16,"[62.75, 16.15]",62.75,62.75,0.0
1,1346,8,18,"[14.53, 72.24]",72.24,72.24,0.0
1,1346,9,20,"[2.9, 2.72]",2.9,72.24,0.0
1,1346,0,2,"[38.8, 9.32]",38.8,38.8,1.0
1,1346,1,4,"[3.6, 5.22]",5.22,38.8,1.0
1,1346,2,6,"[5.75, 0.0]",5.75,38.8,1.0
1,1346,3,8,"[0.0, 0.0]",0.0,38.8,1.0
1,1346,4,10,"[57.27, 47.03]",57.27,57.27,1.0
1,1346,5,12,"[5.29, 4.77]",5.29,57.27,1.0
1,1346,6,14,"[3.78, 12.61]",12.61,57.27,1.0
1,1346,7,16,"[37.38, 3.4]",37.38,57.27,1.0
1,1346,8,18,"[1.71, 0.41]",1.71,57.27,1.0
1,1346,9,20,"[19.55, 14.29]",19.55,57.27,1.0
1,1346,0,2,"[52.23, 26.3]",52.23,52.23,2.0
1,1346,1,4,"[3.6, 5.22]",5.22,52.23,2.0
1,1346,2,6,"[5.75, 0.0]",5.75,52.23,2.0
1,1346,3,8,"[0.0, 0.0]",0.0,52.23,2.0
1,1346,4,10,"[57.27, 47.03]",57.27,57.27,2.0
1,1346,5,12,"[5.62, 6.57]",6.57,57.27,2.0
1,1346,6,14,"[37.38, 5.29]",37.38,57.27,2.0
1,1346,7,16,"[0.0, 57.85]",57.85,57.85,2.0
1,1346,8,18,"[4.85, 8.45]",8.45,57.85,2.0
1,1346,9,20,"[2.72, 6.98]",6.98,57.85,2.0
1,1346,0,2,"[0.0, 0.0]",0.0,0.0,3.0
1,1346,1,4,"[3.6, 5.22]",5.22,5.22,3.0
1,1346,2,6,"[5.75, 0.0]",5.75,5.75,3.0
1,1346,3,8,"[0.0, 0.0]",0.0,5.75,3.0
1,1346,4,10,"[57.27, 47.03]",57.27,57.27,3.0
1,1346,5,12,"[18.38, 38.8]",38.8,57.27,3.0
1,1346,6,14,"[37.38, 5.29]",37.38,57.27,3.0
1,1346,7,16,"[7.84, 16.76]",16.76,57.27,3.0
1,1346,8,18,"[3.4, 5.62]",5.62,57.27,3.0
1,1346,9,20,"[72.24, 40.47]",72.24,72.24,3.0
1,1346,0,2,"[19.55, 0.0]",19.55,19.55,4.0
1,1346,1,4,"[3.6, 5.22]",5.22,19.55,4.0
1,1346,2,6,"[5.75, 0.0]",5.75,19.55,4.0
1,1346,3,8,"[26.3, 13.02]",26.3,26.3,4.0
1,1346,4,10,"[0.0, 0.0]",0.0,26.3,4.0
1,1346,5,12,"[57.27, 47.03]",57.27,57.27,4.0
1,1346,6,14,"[5.62, 5.62]",5.62,57.27,4.0
1,1346,7,16,"[5.29, 19.99]",19.99,57.27,4.0
1,1346,8,18,"[36.73, 2.72]",36.73,57.27,4.0
1,1346,9,20,"[37.38, 0.0]",37.38,57.27,4.0
1,1346,0,2,"[3.77, 0.0]",3.77,3.77,5.0
1,1346,1,4,"[3.6, 5.22]",5.22,5.22,5.0
1,1346,2,6,"[5.75, 0.0]",5.75,5.75,5.0
1,1346,3,8,"[0.0, 0.0]",0.0,5.75,5.0
1,1346,4,10,"[57.27, 47.03]",57.27,57.27,5.0
1,1346,5,12,"[57.85, 4.89]",57.85,57.85,5.0
1,1346,6,14,"[52.23, 63.2]",63.2,63.2,5.0
1,1346,7,16,"[18.93, 44.22]",44.22,63.2,5.0
1,1346,8,18,"[5.29, 2.72]",5.29,63.2,5.0
1,1346,9,20,"[84.03, 0.0]",84.03,84.03,5.0
1,1346,0,2,"[36.73, 46.57]",46.57,46.57,6.0
1,1346,1,4,"[3.6, 5.22]",5.22,46.57,6.0
1,1346,2,6,"[5.75, 14.68]",14.68,46.57,6.0
1,1346,3,8,"[0.0, 0.0]",0.0,46.57,6.0
1,1346,4,10,"[0.0, 75.4]",75.4,75.4,6.0
1,1346,5,12,"[54.55, 40.02]",54.55,75.4,6.0
1,1346,6,14,"[0.0, 0.0]",0.0,75.4,6.0
1,1346,7,16,"[33.95, 0.0]",33.95,75.4,6.0
1,1346,8,18,"[27.79, 44.28]",44.28,75.4,6.0
1,1346,9,20,"[5.29, 8.95]",8.95,75.4,6.0
1,1346,0,2,"[55.17, 29.45]",55.17,55.17,7.0
1,1346,1,4,"[3.6, 5.22]",5.22,55.17,7.0
1,1346,2,6,"[5.75, 7.12]",7.12,55.17,7.0
1,1346,3,8,"[0.0, 0.0]",0.0,55.17,7.0
1,1346,4,10,"[0.0, 12.23]",12.23,55.17,7.0
1,1346,5,12,"[57.27, 47.03]",57.27,57.27,7.0
1,1346,6,14,"[5.92, 2.53]",5.92,57.27,7.0
1,1346,7,16,"[37.38, 3.4]",37.38,57.27,7.0
1,1346,8,18,"[1.71, 0.41]",1.71,57.27,7.0
1,1346,9,20,"[62.75, 16.15]",62.75,62.75,7.0
1,1346,0,2,"[0.0, 0.0]",0.0,0.0,8.0
1,1346,1,4,"[5.22, 13.19]",13.19,13.19,8.0
1,1346,2,6,"[3.6, 5.75]",5.75,13.19,8.0
1,1346,3,8,"[0.0, 0.0]",0.0,13.19,8.0
1,1346,4,10,"[0.0, 57.27]",57.27,57.27,8.0
1,1346,5,12,"[5.65, 7.34]",7.34,57.27,8.0
1,1346,6,14,"[31.18, 12.44]",31.18,57.27,8.0
1,1346,7,16,"[21.65, 5.7]",21.65,57.27,8.0
1,1346,8,18,"[72.24, 7.12]",72.24,72.24,8.0
1,1346,9,20,"[36.97, 3.77]",36.97,72.24,8.0
1,1346,0,2,"[31.66, 17.45]",31.66,31.66,9.0
1,1346,1,4,"[3.6, 5.22]",5.22,31.66,9.0
1,1346,2,6,"[5.75, 0.0]",5.75,31.66,9.0
1,1346,3,8,"[0.0, 0.0]",0.0,31.66,9.0
1,1346,4,10,"[57.27, 47.03]",57.27,57.27,9.0
1,1346,5,12,"[4.89, 17.9]",17.9,57.27,9.0
1,1346,6,14,"[37.38, 5.29]",37.38,57.27,9.0
1,1346,7,16,"[5.62, 6.98]",6.98,57.27,9.0
1,1346,8,18,"[3.4, 44.4]",44.4,57.27,9.0
1,1346,9,20,"[13.13, 14.58]",14.58,57.27,9.0
1,1346,0,2,"[46.46, 3.63]",46.46,46.46,10.0
1,1346,1,4,"[3.6, 5.22]",5.22,46.46,10.0
1,1346,2,6,"[5.75, 0.0]",5.75,46.46,10.0
1,1346,3,8,"[0.0, 0.0]",0.0,46.46,10.0
1,1346,4,10,"[57.27, 47.03]",57.27,57.27,10.0
1,1346,5,12,"[6.98, 19.77]",19.77,57.27,10.0
1,1346,6,14,"[37.38, 3.4]",37.38,57.27,10.0
1,1346,7,16,"[1.71, 0.41]",1.71,57.27,10.0
1,1346,8,18,"[19.55, 14.29]",19.55,57.27,10.0
1,1346,9,20,"[12.23, 10.12]",12.23,57.27,10.0
1,1346,0,2,"[5.75, 43.84]",43.84,43.84,11.0
1,1346,1,4,"[3.6, 5.22]",5.22,43.84,11.0
1,1346,2,6,"[0.0, 18.95]",18.95,43.84,11.0
1,1346,3,8,"[0.0, 0.0]",0.0,43.84,11.0
1,1346,4,10,"[57.27, 47.03]",57.27,57.27,11.0
1,1346,5,12,"[4.89, 16.51]",16.51,57.27,11.0
1,1346,6,14,"[6.98, 8.45]",8.45,57.27,11.0
1,1346,7,16,"[18.38, 16.44]",18.38,57.27,11.0
1,1346,8,18,"[37.38, 3.4]",37.38,57.27,11.0
1,1346,9,20,"[1.71, 0.41]",1.71,57.27,11.0
1,1346,0,2,"[39.55, 22.3]",39.55,39.55,12.0
1,1346,1,4,"[3.6, 5.22]",5.22,39.55,12.0
1,1346,2,6,"[5.75, 0.0]",5.75,39.55,12.0
1,1346,3,8,"[0.0, 0.0]",0.0,39.55,12.0
1,1346,4,10,"[57.27, 47.03]",57.27,57.27,12.0
1,1346,5,12,"[6.57, 16.76]",16.76,57.27,12.0
1,1346,6,14,"[37.38, 3.4]",37.38,57.27,12.0
1,1346,7,16,"[46.46, 5.29]",46.46,57.27,12.0
1,1346,8,18,"[1.71, 2.72]",2.72,57.27,12.0
1,1346,9,20,"[40.47, 11.77]",40.47,57.27,12.0
1,1346,0,2,"[0.0, 7.25]",7.25,7.25,13.0
1,1346,1,4,"[3.6, 5.22]",5.22,7.25,13.0
1,1346,2,6,"[5.75, 0.0]",5.75,7.25,13.0
1,1346,3,8,"[0.0, 0.0]",0.0,7.25,13.0
1,1346,4,10,"[57.27, 47.03]",57.27,57.27,13.0
1,1346,5,12,"[5.62, 6.98]",6.98,57.27,13.0
1,1346,6,14,"[0.0, 17.93]",17.93,57.27,13.0
1,1346,7,16,"[37.38, 3.4]",37.38,57.27,13.0
1,1346,8,18,"[1.71, 0.41]",1.71,57.27,13.0
1,1346,9,20,"[19.55, 14.29]",19.55,57.27,13.0
1,1346,0,2,"[82.21, 0.0]",82.21,82.21,14.0
1,1346,1,4,"[38.79, 66.03]",66.03,82.21,14.0
1,1346,2,6,"[17.16, 46.57]",46.57,82.21,14.0
1,1346,3,8,"[28.11, 61.71]",61.71,82.21,14.0
1,1346,4,10,"[86.14, 0.0]",86.14,86.14,14.0
1,1346,5,12,"[0.0, 12.44]",12.44,86.14,14.0
1,1346,6,14,"[84.17, 0.0]",84.17,86.14,14.0
1,1346,7,16,"[3.38, 28.4]",28.4,86.14,14.0
1,1346,8,18,"[23.71, 84.03]",84.03,86.14,14.0
